"LON","LAT","PLOT_ID","SAMPLE_ID","PL_PACKETID"
105.503179231768,21.6989975205285,6987126,133997753,70401
105.503179231768,21.6991227194443,6987126,133997754,70401
105.503313979061,21.6988723215039,6987126,133997755,70401
105.503313979061,21.6989975205285,6987126,133997756,70401
105.503313979061,21.6991227194443,6987126,133997757,70401
105.503313979061,21.6992479182512,6987126,133997758,70401
105.503448726354,21.6987471223704,6987126,133997759,70401
105.503448726354,21.6988723215039,6987126,133997760,70401
105.503448726354,21.6989975205285,6987126,133997761,70401
105.503448726354,21.6991227194443,6987126,133997762,70401
105.503448726354,21.6992479182512,6987126,133997763,70401
105.503448726354,21.6993731169492,6987126,133997764,70401
105.503583473646,21.6987471223704,6987126,133997765,70401
105.503583473646,21.6988723215039,6987126,133997766,70401
105.503583473646,21.6989975205285,6987126,133997767,70401
105.503583473646,21.6991227194443,6987126,133997768,70401
105.503583473646,21.6992479182512,6987126,133997769,70401
105.503583473646,21.6993731169492,6987126,133997770,70401
105.503718220939,21.6988723215039,6987126,133997771,70401
105.503718220939,21.6989975205285,6987126,133997772,70401
105.503718220939,21.6991227194443,6987126,133997773,70401
105.503718220939,21.6992479182512,6987126,133997774,70401
105.503852968232,21.6989975205285,6987126,133997775,70401
105.503852968232,21.6991227194443,6987126,133997776,70401
107.249739668232,16.207160163873,6987130,133997871,70401
107.249739668232,16.2072895561058,6987130,133997872,70401
106.357242331768,18.0011106242699,6987150,133998329,70401
106.357242331768,18.0012387757068,6987150,133998330,70401
106.357377079061,18.0009824727398,6987150,133998331,70401
106.357377079061,18.0011106242699,6987150,133998332,70401
106.357377079061,18.0012387757068,6987150,133998333,70401
106.357377079061,18.0013669270507,6987150,133998334,70401
106.357511826354,18.0008543211165,6987150,133998335,70401
106.357511826354,18.0009824727398,6987150,133998336,70401
106.357511826354,18.0011106242699,6987150,133998337,70401
106.357511826354,18.0012387757068,6987150,133998338,70401
106.357511826354,18.0013669270507,6987150,133998339,70401
106.357511826354,18.0014950783013,6987150,133998340,70401
106.357646573646,18.0008543211165,6987150,133998341,70401
106.357646573646,18.0009824727398,6987150,133998342,70401
106.357646573646,18.0011106242699,6987150,133998343,70401
106.357646573646,18.0012387757068,6987150,133998344,70401
106.357646573646,18.0013669270507,6987150,133998345,70401
106.357646573646,18.0014950783013,6987150,133998346,70401
106.357781320939,18.0009824727398,6987150,133998347,70401
106.357781320939,18.0011106242699,6987150,133998348,70401
106.357781320939,18.0012387757068,6987150,133998349,70401
106.357781320939,18.0013669270507,6987150,133998350,70401
106.357916068232,18.0011106242699,6987150,133998351,70401
106.357916068232,18.0012387757068,6987150,133998352,70401
107.399959831768,21.4117916164488,6987152,133998377,70401
107.399959831768,21.4119170635243,6987152,133998378,70401
107.400094579061,21.4116661692657,6987152,133998379,70401
107.400094579061,21.4117916164488,6987152,133998380,70401
107.400094579061,21.4119170635243,6987152,133998381,70401
107.400094579061,21.412042510492,6987152,133998382,70401
107.400229326354,21.4115407219748,6987152,133998383,70401
107.400229326354,21.4116661692657,6987152,133998384,70401
107.400229326354,21.4117916164488,6987152,133998385,70401
107.400229326354,21.4119170635243,6987152,133998386,70401
107.400229326354,21.412042510492,6987152,133998387,70401
107.400229326354,21.412167957352,6987152,133998388,70401
107.400364073646,21.4115407219748,6987152,133998389,70401
107.400364073646,21.4116661692657,6987152,133998390,70401
107.400364073646,21.4117916164488,6987152,133998391,70401
107.400364073646,21.4119170635243,6987152,133998392,70401
107.400364073646,21.412042510492,6987152,133998393,70401
107.400364073646,21.412167957352,6987152,133998394,70401
107.400498820939,21.4116661692657,6987152,133998395,70401
107.400498820939,21.4117916164488,6987152,133998396,70401
107.400498820939,21.4119170635243,6987152,133998397,70401
107.400498820939,21.412042510492,6987152,133998398,70401
107.400633568232,21.4117916164488,6987152,133998399,70401
107.400633568232,21.4119170635243,6987152,133998400,70401
108.441808231768,14.4040364942108,6987165,133998689,70401
108.441808231768,14.4041670057701,6987165,133998690,70401
108.441942979061,14.4039059825751,6987165,133998691,70401
108.441942979061,14.4040364942108,6987165,133998692,70401
108.441942979061,14.4041670057701,6987165,133998693,70401
108.442077726354,14.4037754708631,6987165,133998695,70401
108.442077726354,14.4039059825751,6987165,133998696,70401
108.442077726354,14.4040364942108,6987165,133998697,70401
108.442212473646,14.4037754708631,6987165,133998701,70401
105.710184831768,18.1098588239036,6987167,133998737,70401
105.710184831768,18.109986896073,6987167,133998738,70401
105.710319579061,18.1097307516405,6987167,133998739,70401
105.710319579061,18.1098588239036,6987167,133998740,70401
105.710319579061,18.109986896073,6987167,133998741,70401
105.710319579061,18.1101149681488,6987167,133998742,70401
105.710454326354,18.1096026792838,6987167,133998743,70401
105.710454326354,18.1097307516405,6987167,133998744,70401
105.710454326354,18.1098588239036,6987167,133998745,70401
105.710454326354,18.109986896073,6987167,133998746,70401
105.710454326354,18.1101149681488,6987167,133998747,70401
105.710454326354,18.110243040131,6987167,133998748,70401
105.710589073646,18.1096026792838,6987167,133998749,70401
105.710589073646,18.1097307516405,6987167,133998750,70401
105.710589073646,18.1098588239036,6987167,133998751,70401
105.710589073646,18.109986896073,6987167,133998752,70401
105.710589073646,18.1101149681488,6987167,133998753,70401
105.710589073646,18.110243040131,6987167,133998754,70401
105.710723820939,18.1097307516405,6987167,133998755,70401
105.710723820939,18.1098588239036,6987167,133998756,70401
105.710723820939,18.109986896073,6987167,133998757,70401
