"","Area_ha","SE_Area_ha"
"Coco_Agrisil",807,807
"Coff_Trad",1020,1020
"Crop_Agrisil",714,620
"Crop_Trad",11853,8608
"Frui_Agrisil",6427,3779
"Frui_Trad",4745,2413
"Herb_Agrisil",81836,12415
"Herb_Trad",64319,10391
"None_None",50764229,64437
"Oil__Agrisil",29770,7576
"Oil__Trad",63955,11300
"Pulp_Trad",170795,17796
"Rubb_Trad",155130,51886
"Shru_Agrisil",879,571
"Shru_Trad",2731,1588
"Tree_Agrisil",2941,1007
"Tree_Bndry",204,204
"Tree_Trad",51981,9836
