"","Area_ha","SE_Area_ha"
"All_herbaceous_crops",1621552,144199
"All_palm_crops",2474154,463592
"All_Shrub_Crops",329646,63903
"All_tree_crops",1289200,133709
"Crop_support",257569,57819
"None",184484778,500531
