"","Area_ha","SE_Area_ha"
"All_herbaceous_crops",9999362,801473
"All_palm_crops",2459728,468262
"All_Shrub_Crops",167308,120986
"All_tree_crops",2125964,418629
"Crop_support",8101,4889
"None",15239631,868042
