"","Area_ha","SE_Area_ha"
"Coff_Agrisil",3022,1949
"Coff_Trad",2184,2184
"Crop_Trad",6803,3043
"Herb_Agrisil",33442,7800
"Herb_Bndry",1413,1097
"Herb_Trad",219059,87225
"None_None",22489453,90197
"None_Trad",3212,3086
"Pulp_Trad",89758,14812
"Rice_Trad",1413,1184
"Rubb_Trad",102707,15716
"Shru_Agrisil",2826,2231
"Shru_Bndry",385,385
"Shru_Trad",1134,775
"Tea_Trad",101,101
"Tree_Agrisil",13081,5002
"Tree_Bndry",642,463
"Tree_Trad",18776,6147
