"","Area_ha","SE_Area_ha"
"All_herbaceous_crops",146155,15815
"All_palm_crops",94532,13393
"All_Shrub_Crops",4630,1968
"All_tree_crops",392222,54964
"Crop_support",12567,8630
"None",50764229,64437
