"","Area_ha","SE_Area_ha"
"All_herbaceous_crops",386478,30777
"All_palm_crops",16829,7194
"All_Shrub_Crops",7648,3864
"All_tree_crops",327504,28681
"Crop_support",17909,6591
"None",65962748,40431
