id,location_srs,location_x,location_y,operator,elevation,slope,aspect,actively_saved,actively_saved_on_year,actively_saved_on_month,actively_saved_on_day,plot_file,land_use,number_of_trees,agroforestry_types,tree_covers,vhr_imagery_available,year_of_imagery,other_tree_cover,confidence_level,confidence_range,percent_confidence,Department
6303,EPSG:4326,-77.05,7.75,Jackson otuke,,1,0.45677,TRUE,2018,4,3,Antioquia.csv,otherland,0,none,1,FALSE,,1,medium,6,12,Antioquia
7102,EPSG:4326,-76.9,6.7,Jackson otuke,,21,0.43969,TRUE,2018,4,3,Antioquia.csv,forest,47,none,1,FALSE,,15,medium,7,13,Antioquia
6418,EPSG:4326,-76.9,7.6,Jackson otuke,,5,0.58697,TRUE,2018,4,3,Antioquia.csv,grassland,1,none,1,FALSE,,2,medium,7,13,Antioquia
6304,EPSG:4326,-76.9,7.75,Jackson otuke,,4,0.26613,FALSE,2018,4,3,Antioquia.csv,,,,,,,,,,,Antioquia
6190,EPSG:4326,-76.9,7.9,Jackson otuke,,0,0.0875,TRUE,2018,4,3,Antioquia.csv,otherland,0,none,1,TRUE,2010,1,medium,6,12,Antioquia
6076,EPSG:4326,-76.9,8.05,Jackson otuke,,8,0.66924,TRUE,2018,4,3,Antioquia.csv,wetlands,0,none,1,TRUE,2013,1,very_high,9,15,Antioquia
7445,EPSG:4326,-76.75,6.25,Jackson otuke,,25,0.99855,TRUE,2018,4,4,Antioquia.csv,forest,45,none,1,FALSE,,15,medium,7,13,Antioquia
7331,EPSG:4326,-76.75,6.4,Jackson otuke,,24,0.40337,TRUE,2018,4,4,Antioquia.csv,wetlands,46,none,1,FALSE,,15,high,8,14,Antioquia
7217,EPSG:4326,-76.75,6.55,Jackson otuke,,93,1.00999,TRUE,2018,4,4,Antioquia.csv,forest,48,none,1,FALSE,,15,high,8,14,Antioquia
7103,EPSG:4326,-76.75,6.7,Jackson otuke,,47,0.6078,TRUE,2018,4,3,Antioquia.csv,forest,48,none,1,FALSE,,15,high,8,14,Antioquia
6989,EPSG:4326,-76.75,6.85,Jackson otuke,,14,0.27671,TRUE,2018,4,3,Antioquia.csv,forest,46,none,1,FALSE,,15,medium,7,13,Antioquia
6875,EPSG:4326,-76.75,7,Jackson otuke,,25,0.51022,TRUE,2018,4,3,Antioquia.csv,forest,46,none,1,FALSE,,15,high,8,14,Antioquia
6533,EPSG:4326,-76.75,7.45,Jackson otuke,,18,0.69174,TRUE,2018,4,3,Antioquia.csv,grassland,0,none,1,FALSE,,1,medium,6,12,Antioquia
6419,EPSG:4326,-76.75,7.6,Jackson otuke,,13,0.45677,TRUE,2018,4,3,Antioquia.csv,otherland,6,none,1,TRUE,2017,7,very_high,9,15,Antioquia
6305,EPSG:4326,-76.75,7.75,Jackson otuke,,12,0.22309,TRUE,2018,4,3,Antioquia.csv,grassland,3,none,1,TRUE,2006,4,very_high,9,15,Antioquia
6191,EPSG:4326,-76.75,7.9,Jackson otuke,,9,0,TRUE,2018,4,3,Antioquia.csv,forest,47,none,1,TRUE,2010,15,high,8,14,Antioquia
5849,EPSG:4326,-76.75,8.35,Jackson otuke,,5,0.47121,TRUE,2018,4,3,Antioquia.csv,forest,35,none,1,FALSE,,13,medium,6,12,Antioquia
5735,EPSG:4326,-76.75,8.5,Jackson otuke,,30,1.61898,TRUE,2018,4,3,Antioquia.csv,grassland,10,none,1,TRUE,2007,8,medium,7,13,Antioquia
7446,EPSG:4326,-76.6,6.25,Jackson otuke,,47,0.29349,TRUE,2018,4,4,Antioquia.csv,forest,47,none,1,FALSE,,15,high,8,14,Antioquia
7332,EPSG:4326,-76.6,6.4,Jackson otuke,,113,5.33675,TRUE,2018,4,4,Antioquia.csv,forest,45,none,1,FALSE,,15,high,8,14,Antioquia
7218,EPSG:4326,-76.6,6.55,Jackson otuke,,603,14.80964,FALSE,2018,4,4,Antioquia.csv,,,,,,,,,,,Antioquia
7104,EPSG:4326,-76.6,6.7,Jackson otuke,,768,15.62873,TRUE,2018,4,3,Antioquia.csv,forest,40,none,1,FALSE,,14,medium,5,11,Antioquia
6990,EPSG:4326,-76.6,6.85,Jackson otuke,,591,21.26251,TRUE,2018,4,3,Antioquia.csv,forest,47,none,1,FALSE,,15,high,8,14,Antioquia
6534,EPSG:4326,-76.6,7.45,Jackson otuke,,31,0.37124,TRUE,2018,4,3,Antioquia.csv,grassland,6,none,1,FALSE,,7,high,8,14,Antioquia
6420,EPSG:4326,-76.6,7.6,Jackson otuke,,154,5.30813,TRUE,2018,4,3,Antioquia.csv,forest,38,none,1,TRUE,2017,13,very_high,9,15,Antioquia
6306,EPSG:4326,-76.6,7.75,Jackson otuke,,67,1.07247,TRUE,2018,4,3,Antioquia.csv,forest,44,none,1,TRUE,2017,14,high,8,14,Antioquia
6192,EPSG:4326,-76.6,7.9,Jackson otuke,,229,1.33544,TRUE,2018,4,3,Antioquia.csv,forest,45,none,1,TRUE,2017,15,very_high,9,15,Antioquia
6078,EPSG:4326,-76.6,8.05,Jackson otuke,,53,0.52864,TRUE,2018,4,3,Antioquia.csv,otherland,0,none,1,TRUE,2017,1,very_high,9,15,Antioquia
5964,EPSG:4326,-76.6,8.2,Jackson otuke,,146,1.78523,TRUE,2018,4,3,Antioquia.csv,grassland,15,none,1,TRUE,2017,9,high,8,14,Antioquia
5850,EPSG:4326,-76.6,8.35,Jackson otuke,,99,3.00437,TRUE,2018,4,3,Antioquia.csv,forest,31,none,1,TRUE,2015,12,very_high,9,15,Antioquia
5736,EPSG:4326,-76.6,8.5,Jackson otuke,,101,5.3965,TRUE,2018,4,3,Antioquia.csv,otherland,2,none,1,TRUE,2015,3,very_high,9,15,Antioquia
5622,EPSG:4326,-76.6,8.65,Jackson otuke,,95,2.83482,TRUE,2018,4,3,Antioquia.csv,otherland,10,none,1,TRUE,2017,8,very_high,9,15,Antioquia
7447,EPSG:4326,-76.45,6.25,Jackson otuke,,246,2.02596,TRUE,2018,4,4,Antioquia.csv,forest,40,none,1,FALSE,,14,high,8,14,Antioquia
7333,EPSG:4326,-76.45,6.4,Jackson otuke,,548,6.9928,TRUE,2018,4,4,Antioquia.csv,forest,47,none,1,FALSE,,15,medium,7,13,Antioquia
7219,EPSG:4326,-76.45,6.55,Jackson otuke,,562,12.86364,TRUE,2018,4,4,Antioquia.csv,forest,48,none,1,FALSE,,15,high,8,14,Antioquia
7105,EPSG:4326,-76.45,6.7,Jackson otuke,,865,10.22477,TRUE,2018,4,3,Antioquia.csv,forest,47,none,1,FALSE,,15,high,8,14,Antioquia
6991,EPSG:4326,-76.45,6.85,Jackson otuke,,959,17.13358,TRUE,2018,4,3,Antioquia.csv,forest,43,none,1,FALSE,,14,medium,6,12,Antioquia
6877,EPSG:4326,-76.45,7,Jackson otuke,,363,10.98647,TRUE,2018,4,3,Antioquia.csv,forest,45,none,1,FALSE,,15,medium,6,12,Antioquia
6763,EPSG:4326,-76.45,7.15,Jackson otuke,,480,15.7199,FALSE,2018,4,3,Antioquia.csv,grassland,,,,,,,,,,Antioquia
6649,EPSG:4326,-76.45,7.3,Jackson otuke,,195,13.46138,FALSE,2018,4,3,Antioquia.csv,grassland,,,,,,,,,,Antioquia
6535,EPSG:4326,-76.45,7.45,Jackson otuke,,986,16.22331,TRUE,2018,4,3,Antioquia.csv,forest,45,none,1,FALSE,,15,medium,6,12,Antioquia
6079,EPSG:4326,-76.45,8.05,Jackson otuke,,253,4.6875,TRUE,2018,4,3,Antioquia.csv,forest,45,none,1,FALSE,,15,medium,7,13,Antioquia
5965,EPSG:4326,-76.45,8.2,Jackson otuke,,156,2.14462,TRUE,2018,4,3,Antioquia.csv,grassland,5,none,1,FALSE,,6,medium,6,12,Antioquia
5851,EPSG:4326,-76.45,8.35,Jackson otuke,,252,11.3259,TRUE,2018,4,3,Antioquia.csv,otherland,17,none,1,TRUE,2015,9,very_high,9,15,Antioquia
5737,EPSG:4326,-76.45,8.5,Jackson otuke,,104,4.17177,TRUE,2018,4,3,Antioquia.csv,otherland,0,none,1,FALSE,,1,medium,6,12,Antioquia
5623,EPSG:4326,-76.45,8.65,Jackson otuke,,36,1.73472,TRUE,2018,4,3,Antioquia.csv,grassland,22,none,1,TRUE,2016,10,high,8,14,Antioquia
5509,EPSG:4326,-76.45,8.8,Jackson otuke,,34,0.89229,TRUE,2018,4,4,Antioquia.csv,cropland,0,none,1,FALSE,,1,medium,6,12,Antioquia
7448,EPSG:4326,-76.3,6.25,Jackson otuke,,1539,19.13116,TRUE,2018,4,4,Antioquia.csv,forest,45,none,1,FALSE,,15,medium,6,12,Antioquia
7334,EPSG:4326,-76.3,6.4,Jackson otuke,,1283,16.57826,TRUE,2018,4,4,Antioquia.csv,grassland,20,none,1,FALSE,,10,medium,6,12,Antioquia
7220,EPSG:4326,-76.3,6.55,Jackson otuke,,1081,22.01514,TRUE,2018,4,4,Antioquia.csv,forest,35,none,1,FALSE,,13,medium,7,13,Antioquia
7106,EPSG:4326,-76.3,6.7,Jackson otuke,,1389,12.46588,TRUE,2018,4,3,Antioquia.csv,forest,40,none,1,FALSE,,14,medium,7,13,Antioquia
6992,EPSG:4326,-76.3,6.85,Jackson otuke,,1504,15.85171,TRUE,2018,4,3,Antioquia.csv,grassland,6,none,1,FALSE,,7,medium,6,12,Antioquia
6878,EPSG:4326,-76.3,7,Jackson otuke,,1274,32.89367,TRUE,2018,4,3,Antioquia.csv,grassland,0,none,1,FALSE,,1,medium,6,12,Antioquia
6764,EPSG:4326,-76.3,7.15,Jackson otuke,,1248,14.48005,TRUE,2018,4,3,Antioquia.csv,forest,45,none,1,FALSE,,15,medium,6,12,Antioquia
6650,EPSG:4326,-76.3,7.3,Jackson otuke,,1634,17.58269,TRUE,2018,4,3,Antioquia.csv,forest,45,none,1,FALSE,,15,medium,7,13,Antioquia
5852,EPSG:4326,-76.3,8.35,Jackson otuke,,167,2.19743,TRUE,2018,4,3,Antioquia.csv,grassland,13,none,1,TRUE,2015,8,high,8,14,Antioquia
5738,EPSG:4326,-76.3,8.5,Jackson otuke,,84,1.5771,TRUE,2018,4,3,Antioquia.csv,otherland,10,none,1,TRUE,2015,8,very_high,9,15,Antioquia
7791,EPSG:4326,-76.15,5.8,Jackson otuke,,1418,19.28879,TRUE,2018,4,4,Antioquia.csv,forest,40,none,1,FALSE,,14,medium,7,13,Antioquia
7563,EPSG:4326,-76.15,6.1,Jackson otuke,,2128,18.10783,TRUE,2018,4,4,Antioquia.csv,cropland,21,woodlots,10,FALSE,,1,high,8,14,Antioquia
7449,EPSG:4326,-76.15,6.25,Jackson otuke,,2102,20.13756,TRUE,2018,4,4,Antioquia.csv,grassland,10,none,1,TRUE,2017,8,very_high,9,15,Antioquia
7335,EPSG:4326,-76.15,6.4,Jackson otuke,,2063,5.582,TRUE,2018,4,4,Antioquia.csv,grassland,2,none,1,TRUE,2017,3,very_high,9,15,Antioquia
7221,EPSG:4326,-76.15,6.55,Jackson otuke,,2643,13.28045,TRUE,2018,4,4,Antioquia.csv,grassland,10,none,1,FALSE,,8,medium,6,12,Antioquia
7107,EPSG:4326,-76.15,6.7,Jackson otuke,,1997,24.74868,TRUE,2018,4,3,Antioquia.csv,forest,46,none,1,TRUE,2017,15,very_high,9,15,Antioquia
6993,EPSG:4326,-76.15,6.85,Jackson otuke,,1243,12.72556,TRUE,2018,4,3,Antioquia.csv,otherland,0,none,1,TRUE,2017,1,very_high,9,15,Antioquia
6879,EPSG:4326,-76.15,7,Jackson otuke,,1701,7.61455,TRUE,2018,4,3,Antioquia.csv,forest,33,none,1,TRUE,2013,12,very_high,9,15,Antioquia
6765,EPSG:4326,-76.15,7.15,Jackson otuke,,2836,24.21404,TRUE,2018,4,3,Antioquia.csv,grassland,0,none,1,FALSE,,1,medium,7,13,Antioquia
6651,EPSG:4326,-76.15,7.3,Jackson otuke,,600,2.77633,TRUE,2018,4,3,Antioquia.csv,grassland,0,none,1,FALSE,,1,medium,7,13,Antioquia
8020,EPSG:4326,-76,5.5,Jackson otuke,,2251,36.73116,FALSE,2018,4,3,Antioquia.csv,,,,,,,,,,,Antioquia
7906,EPSG:4326,-76,5.65,Jackson otuke,,2736,8.68948,TRUE,2018,4,4,Antioquia.csv,grassland,17,none,1,FALSE,,9,medium,7,13,Antioquia
7792,EPSG:4326,-76,5.8,Jackson otuke,,1232,7.17443,TRUE,2018,4,4,Antioquia.csv,forest,39,boundary_planting,13,TRUE,2007,1,very_high,9,15,Antioquia
7678,EPSG:4326,-76,5.95,Jackson otuke,,1904,22.14238,TRUE,2018,4,4,Antioquia.csv,cropland,10,agrisilvicultural,8,TRUE,2015,1,high,8,14,Antioquia
7564,EPSG:4326,-76,6.1,Jackson otuke,,2209,15.8425,TRUE,2018,4,4,Antioquia.csv,forest,42,none,1,TRUE,2015,14,high,8,14,Antioquia
7450,EPSG:4326,-76,6.25,Jackson otuke,,1877,27.46105,TRUE,2018,4,4,Antioquia.csv,cropland,16,homegardens,9,TRUE,2017,1,very_high,9,15,Antioquia
7336,EPSG:4326,-76,6.4,Jackson otuke,,1959,7.93912,TRUE,2018,4,4,Antioquia.csv,cropland,10,homegardens,8,TRUE,2017,1,very_high,9,15,Antioquia
7222,EPSG:4326,-76,6.55,Jackson otuke,,2488,18.13351,TRUE,2018,4,4,Antioquia.csv,grassland,0,none,1,TRUE,2015,1,very_high,9,15,Antioquia
7108,EPSG:4326,-76,6.7,Jackson otuke,,2036,21.99947,TRUE,2018,4,3,Antioquia.csv,grassland,4,none,1,TRUE,2017,5,very_high,9,15,Antioquia
6994,EPSG:4326,-76,6.85,Jackson otuke,,1717,11.56745,TRUE,2018,4,3,Antioquia.csv,cropland,6,silvopastoral,7,TRUE,2015,1,very_high,9,15,Antioquia
6880,EPSG:4326,-76,7,Jackson otuke,,2595,16.86635,TRUE,2018,4,3,Antioquia.csv,forest,48,none,1,TRUE,2010,15,very_high,9,15,Antioquia
6766,EPSG:4326,-76,7.15,Jackson otuke,,2623,33.31755,FALSE,2018,4,3,Antioquia.csv,,,,,,,,,,,Antioquia
6652,EPSG:4326,-76,7.3,Jackson otuke,,1520,24.15185,FALSE,2018,4,3,Antioquia.csv,,,,,,,,,,,Antioquia
7907,EPSG:4326,-75.85,5.65,Jackson otuke,,1803,25.00759,TRUE,2018,4,4,Antioquia.csv,forest,36,woodlots,13,TRUE,2014,1,high,8,14,Antioquia
7793,EPSG:4326,-75.85,5.8,Jackson otuke,,1883,24.88545,TRUE,2018,4,4,Antioquia.csv,forest,25,silvopastoral,11,TRUE,2014,1,medium,7,13,Antioquia
7679,EPSG:4326,-75.85,5.95,Jackson otuke,,641,18.62981,TRUE,2018,4,4,Antioquia.csv,cropland,15,agrisilvicultural,9,TRUE,2017,1,very_high,9,15,Antioquia
7565,EPSG:4326,-75.85,6.1,Jackson otuke,,592,21.2066,TRUE,2018,4,4,Antioquia.csv,forest,39,none,1,TRUE,2017,13,very_high,9,15,Antioquia
7451,EPSG:4326,-75.85,6.25,Jackson otuke,,489,1.71086,TRUE,2018,4,4,Antioquia.csv,grassland,0,none,1,FALSE,,1,high,8,14,Antioquia
7337,EPSG:4326,-75.85,6.4,Jackson otuke,,643,19.27781,TRUE,2018,4,4,Antioquia.csv,forest,45,none,1,TRUE,2016,15,very_high,9,15,Antioquia
7223,EPSG:4326,-75.85,6.55,Jackson otuke,,686,11.31787,TRUE,2018,4,4,Antioquia.csv,otherland,1,none,1,TRUE,2014,2,very_high,9,15,Antioquia
7109,EPSG:4326,-75.85,6.7,Jackson otuke,,643,20.53963,TRUE,2018,4,3,Antioquia.csv,otherland,5,none,1,TRUE,2014,6,very_high,9,15,Antioquia
6995,EPSG:4326,-75.85,6.85,Jackson otuke,,549,20.78318,TRUE,2018,4,3,Antioquia.csv,otherland,11,none,1,TRUE,2016,8,very_high,9,15,Antioquia
6881,EPSG:4326,-75.85,7,Jackson otuke,,1512,48.9663,TRUE,2018,4,3,Antioquia.csv,otherland,0,none,1,TRUE,2010,1,very_high,9,15,Antioquia
6767,EPSG:4326,-75.85,7.15,Jackson otuke,,2388,26.49756,TRUE,2018,4,3,Antioquia.csv,forest,43,none,1,FALSE,,14,high,8,14,Antioquia
6653,EPSG:4326,-75.85,7.3,Jackson otuke,,2430,25.99156,FALSE,2018,4,3,Antioquia.csv,,,,,,,,,,,Antioquia
7908,EPSG:4326,-75.7,5.65,Jackson otuke,,1231,15.41368,TRUE,2018,4,4,Antioquia.csv,cropland,16,agrisilvicultural,9,TRUE,2015,1,very_high,9,15,Antioquia
7794,EPSG:4326,-75.7,5.8,Jackson otuke,,835,8.12253,TRUE,2018,4,4,Antioquia.csv,grassland,5,none,1,TRUE,2015,6,very_high,9,15,Antioquia
7680,EPSG:4326,-75.7,5.95,Jackson otuke,,1787,8.35921,TRUE,2018,4,4,Antioquia.csv,cropland,13,agrisilvicultural,8,TRUE,2015,1,very_high,9,15,Antioquia
7566,EPSG:4326,-75.7,6.1,Jackson otuke,,1745,19.23515,TRUE,2018,4,4,Antioquia.csv,cropland,6,agrisilvicultural,7,TRUE,2017,1,very_high,9,15,Antioquia
7452,EPSG:4326,-75.7,6.25,Jackson otuke,,2438,13.49934,TRUE,2018,4,4,Antioquia.csv,cropland,11,woodlots,8,TRUE,2017,1,very_high,9,15,Antioquia
7338,EPSG:4326,-75.7,6.4,Jackson otuke,,1398,21.01475,TRUE,2018,4,4,Antioquia.csv,forest,31,none,1,TRUE,2016,12,very_high,9,15,Antioquia
7224,EPSG:4326,-75.7,6.55,Jackson otuke,,1629,16.78451,TRUE,2018,4,4,Antioquia.csv,grassland,10,none,1,TRUE,2017,8,very_high,9,15,Antioquia
7110,EPSG:4326,-75.7,6.7,Jackson otuke,,2966,4.65969,TRUE,2018,4,3,Antioquia.csv,forest,35,none,1,TRUE,2017,13,very_high,9,15,Antioquia
6996,EPSG:4326,-75.7,6.85,Jackson otuke,,2885,9.80021,TRUE,2018,4,3,Antioquia.csv,grassland,14,none,1,TRUE,2016,8,very_high,9,15,Antioquia
6882,EPSG:4326,-75.7,7,Jackson otuke,,1722,25.77644,TRUE,2018,4,3,Antioquia.csv,otherland,0,none,1,FALSE,,1,medium,6,12,Antioquia
6768,EPSG:4326,-75.7,7.15,Jackson otuke,,1435,24.73504,TRUE,2018,4,3,Antioquia.csv,grassland,0,none,1,TRUE,2016,1,very_high,9,15,Antioquia
6654,EPSG:4326,-75.7,7.3,Jackson otuke,,2188,14.73905,FALSE,2018,4,3,Antioquia.csv,,,,,,,,,,,Antioquia
6540,EPSG:4326,-75.7,7.45,Jackson otuke,,807,11.067,TRUE,2018,4,3,Antioquia.csv,grassland,9,none,1,FALSE,,7,medium,6,12,Antioquia
7795,EPSG:4326,-75.55,5.8,Jackson otuke,,744,4.904,TRUE,2018,4,4,Antioquia.csv,cropland,5,boundary_planting,6,TRUE,2016,1,very_high,9,15,Antioquia
7681,EPSG:4326,-75.55,5.95,Jackson otuke,,1639,16.12993,TRUE,2018,4,4,Antioquia.csv,grassland,3,silvopastoral,4,FALSE,,1,high,8,14,Antioquia
7567,EPSG:4326,-75.55,6.1,Jackson otuke,,2770,19.49623,TRUE,2018,4,4,Antioquia.csv,forest,46,none,1,TRUE,2015,15,very_high,9,15,Antioquia
7453,EPSG:4326,-75.55,6.25,Jackson otuke,,1627,10.67233,TRUE,2018,4,4,Antioquia.csv,settlement,13,none,1,TRUE,2015,8,very_high,9,15,Antioquia
7339,EPSG:4326,-75.55,6.4,Jackson otuke,,2582,0.6078,TRUE,2018,4,4,Antioquia.csv,cropland,17,woodlots,9,TRUE,2016,1,very_high,9,15,Antioquia
7225,EPSG:4326,-75.55,6.55,Jackson otuke,,2430,2.91609,TRUE,2018,4,4,Antioquia.csv,forest,27,agrisilvicultural,11,TRUE,2016,1,very_high,9,15,Antioquia
7111,EPSG:4326,-75.55,6.7,Jackson otuke,,2504,4.12918,TRUE,2018,4,3,Antioquia.csv,cropland,13,silvopastoral,8,TRUE,2016,1,very_high,9,15,Antioquia
6997,EPSG:4326,-75.55,6.85,Jackson otuke,,2811,3.63704,TRUE,2018,4,3,Antioquia.csv,cropland,10,silvopastoral,8,TRUE,2016,1,very_high,9,15,Antioquia
6883,EPSG:4326,-75.55,7,Jackson otuke,,2568,12.54427,TRUE,2018,4,3,Antioquia.csv,grassland,20,none,1,TRUE,2016,10,very_high,9,15,Antioquia
6769,EPSG:4326,-75.55,7.15,Jackson otuke,,1410,22.93524,TRUE,2018,4,3,Antioquia.csv,grassland,0,none,1,FALSE,,1,medium,6,12,Antioquia
6655,EPSG:4326,-75.55,7.3,Jackson otuke,,1920,28.70935,TRUE,2018,4,3,Antioquia.csv,forest,35,none,1,FALSE,,13,medium,7,13,Antioquia
6541,EPSG:4326,-75.55,7.45,Jackson otuke,,1197,19.16538,FALSE,2018,4,3,Antioquia.csv,,,,,,,,,,,Antioquia
6427,EPSG:4326,-75.55,7.6,Jackson otuke,,449,8.8697,TRUE,2018,4,3,Antioquia.csv,grassland,0,none,1,FALSE,,1,medium,7,13,Antioquia
7796,EPSG:4326,-75.4,5.8,Jackson otuke,,2590,14.69366,TRUE,2018,4,4,Antioquia.csv,cropland,15,woodlots,9,TRUE,2016,1,high,8,14,Antioquia
7682,EPSG:4326,-75.4,5.95,Jackson otuke,,2344,13.7524,TRUE,2018,4,4,Antioquia.csv,cropland,15,homegardens,9,TRUE,2017,1,high,8,14,Antioquia
7568,EPSG:4326,-75.4,6.1,Jackson otuke,,2133,2.05964,TRUE,2018,4,4,Antioquia.csv,forest,29,woodlots,11,TRUE,2017,1,very_high,9,15,Antioquia
7454,EPSG:4326,-75.4,6.25,Jackson otuke,,2249,13.28882,TRUE,2018,4,4,Antioquia.csv,forest,26,homegardens,11,TRUE,2016,1,high,8,14,Antioquia
7340,EPSG:4326,-75.4,6.4,Jackson otuke,,1776,16.21171,TRUE,2018,4,4,Antioquia.csv,grassland,10,none,1,TRUE,2016,8,very_high,9,15,Antioquia
7226,EPSG:4326,-75.4,6.55,Jackson otuke,,2175,13.20822,TRUE,2018,4,4,Antioquia.csv,otherland,4,none,1,TRUE,2010,3,very_high,9,15,Antioquia
7112,EPSG:4326,-75.4,6.7,Jackson otuke,,2616,2.60062,TRUE,2018,4,3,Antioquia.csv,grassland,12,none,1,TRUE,2017,8,very_high,9,15,Antioquia
6998,EPSG:4326,-75.4,6.85,Jackson otuke,,2292,13.98737,TRUE,2018,4,3,Antioquia.csv,grassland,0,none,1,FALSE,,1,high,8,14,Antioquia
6884,EPSG:4326,-75.4,7,Jackson otuke,,2297,27.3146,TRUE,2018,4,3,Antioquia.csv,forest,44,none,1,TRUE,2012,14,very_high,9,15,Antioquia
6770,EPSG:4326,-75.4,7.15,Jackson otuke,,1326,27.06968,TRUE,2018,4,3,Antioquia.csv,grassland,0,none,1,FALSE,,1,medium,7,13,Antioquia
6656,EPSG:4326,-75.4,7.3,Jackson otuke,,669,19.00775,TRUE,2018,4,3,Antioquia.csv,grassland,7,none,1,FALSE,,7,high,8,14,Antioquia
6542,EPSG:4326,-75.4,7.45,Jackson otuke,,496,3.88304,TRUE,2018,4,3,Antioquia.csv,forest,45,none,1,TRUE,2006,15,very_high,9,15,Antioquia
6428,EPSG:4326,-75.4,7.6,Jackson otuke,,85,0.74503,TRUE,2018,4,3,Antioquia.csv,otherland,0,none,1,TRUE,2014,1,high,8,14,Antioquia
6314,EPSG:4326,-75.4,7.75,Jackson otuke,,76,0.76405,TRUE,2018,4,3,Antioquia.csv,otherland,3,none,1,FALSE,,4,medium,6,12,Antioquia
8025,EPSG:4326,-75.25,5.5,Jackson otuke,,2000,37.48927,FALSE,2018,4,4,Antioquia.csv,,,,,,,,,,,Antioquia
7911,EPSG:4326,-75.25,5.65,Jackson otuke,,2458,17.6922,FALSE,2018,4,4,Antioquia.csv,forest,,,,,,,,,,Antioquia
7797,EPSG:4326,-75.25,5.8,Jackson otuke,,2752,10.0755,TRUE,2018,4,4,Antioquia.csv,grassland,16,none,1,FALSE,,9,medium,6,12,Antioquia
7683,EPSG:4326,-75.25,5.95,Jackson otuke,,2337,5.71398,TRUE,2018,4,4,Antioquia.csv,forest,48,none,1,TRUE,2005,15,very_high,9,15,Antioquia
7569,EPSG:4326,-75.25,6.1,Jackson otuke,,2299,2.69824,TRUE,2018,4,4,Antioquia.csv,forest,46,none,1,TRUE,2016,15,very_high,9,15,Antioquia
7455,EPSG:4326,-75.25,6.25,Jackson otuke,,2057,11.09525,TRUE,2018,4,4,Antioquia.csv,cropland,0,none,1,TRUE,2002,1,very_high,9,15,Antioquia
7341,EPSG:4326,-75.25,6.4,Jackson otuke,,1910,12.70231,TRUE,2018,4,4,Antioquia.csv,cropland,13,silvopastoral,8,TRUE,2016,1,very_high,9,15,Antioquia
7227,EPSG:4326,-75.25,6.55,Jackson otuke,,1346,21.51335,TRUE,2018,4,4,Antioquia.csv,forest,46,none,1,TRUE,2010,15,very_high,9,15,Antioquia
7113,EPSG:4326,-75.25,6.7,Jackson otuke,,1904,13.5794,TRUE,2018,4,3,Antioquia.csv,otherland,5,none,1,FALSE,,6,medium,7,13,Antioquia
6999,EPSG:4326,-75.25,6.85,Jackson otuke,,2079,9.57891,TRUE,2018,4,3,Antioquia.csv,forest,42,none,1,TRUE,2016,14,very_high,9,15,Antioquia
6885,EPSG:4326,-75.25,7,Jackson otuke,,1223,21.3868,TRUE,2018,4,3,Antioquia.csv,forest,47,none,1,TRUE,2010,15,very_high,9,15,Antioquia
6771,EPSG:4326,-75.25,7.15,Jackson otuke,,1165,15.71638,TRUE,2018,4,3,Antioquia.csv,otherland,2,none,1,FALSE,,3,high,8,14,Antioquia
6657,EPSG:4326,-75.25,7.3,Jackson otuke,,979,3.04096,TRUE,2018,4,3,Antioquia.csv,forest,47,none,1,FALSE,,15,high,8,14,Antioquia
6543,EPSG:4326,-75.25,7.45,Jackson otuke,,253,15.5095,TRUE,2018,4,3,Antioquia.csv,grassland,10,none,1,FALSE,,8,high,8,14,Antioquia
6429,EPSG:4326,-75.25,7.6,Jackson otuke,,150,3.50913,TRUE,2018,4,3,Antioquia.csv,grassland,15,none,1,FALSE,,9,medium,7,13,Antioquia
6315,EPSG:4326,-75.25,7.75,Jackson otuke,,79,0.75269,TRUE,2018,4,3,Antioquia.csv,grassland,0,none,1,FALSE,,1,medium,6,12,Antioquia
6201,EPSG:4326,-75.25,7.9,Jackson otuke,,51,0.57044,TRUE,2018,4,3,Antioquia.csv,wetlands,0,none,1,FALSE,,1,medium,7,13,Antioquia
7798,EPSG:4326,-75.1,5.8,Jackson otuke,,1600,1.95442,TRUE,2018,4,4,Antioquia.csv,forest,47,none,1,TRUE,2015,15,very_high,9,15,Antioquia
7684,EPSG:4326,-75.1,5.95,Jackson otuke,,1250,23.12405,TRUE,2018,4,4,Antioquia.csv,forest,43,none,1,TRUE,2015,14,high,8,14,Antioquia
7570,EPSG:4326,-75.1,6.1,Jackson otuke,,1628,24.80262,TRUE,2018,4,4,Antioquia.csv,forest,43,none,1,TRUE,2016,14,high,8,14,Antioquia
7456,EPSG:4326,-75.1,6.25,Jackson otuke,,1713,31.22886,TRUE,2018,4,4,Antioquia.csv,grassland,11,none,1,FALSE,,8,medium,7,13,Antioquia
7342,EPSG:4326,-75.1,6.4,Jackson otuke,,1529,12.60534,TRUE,2018,4,4,Antioquia.csv,forest,33,none,1,TRUE,2017,12,high,8,14,Antioquia
7228,EPSG:4326,-75.1,6.55,Jackson otuke,,1473,13.71564,TRUE,2018,4,4,Antioquia.csv,forest,30,none,1,TRUE,2016,12,very_high,9,15,Antioquia
7114,EPSG:4326,-75.1,6.7,Jackson otuke,,1013,13.70698,TRUE,2018,4,4,Antioquia.csv,grassland,6,none,1,TRUE,2001,7,high,8,14,Antioquia
